objeto,confianza,fotograma,camara
persona,0.8677859476268419,48229.0,frontal
persona,0.6922042792897802,24405.0,lateral
persona,0.7894375387955577,3824.0,frontal
coche,0.619615566392869,17775.0,frontal
bici,0.8303334908450759,5319.0,lateral
persona,0.743050957768837,25001.0,frontal
persona,0.7725506446385237,7844.0,lateral
perro,0.8498551164536835,40510.0,lateral
bici,0.6646233563701133,23052.0,frontal
bici,0.7200494460747373,32732.0,frontal
coche,0.8758419280873381,16023.0,lateral
persona,0.9556609432791996,31511.0,lateral
persona,0.5660939681791753,19897.0,frontal
persona,0.7000717147668241,32654.0,lateral
persona,0.825827210572457,7003.0,lateral
persona,0.7067773094481296,15882.0,lateral
persona,0.8311354928284584,57635.0,frontal
persona,,19701.0,lateral
coche,0.7997750773925253,25094.0,frontal
persona,0.7693809931344757,34984.0,frontal
coche,0.7171869083004628,47057.0,lateral
coche,0.9932514304525853,46848.0,frontal
persona,0.694187255446742,5621.0,frontal
coche,0.70247506958516,23242.0,lateral
perro,0.6164713620087713,37846.0,frontal
persona,0.9576333143188885,58404.0,frontal
persona,0.4437710500990729,11355.0,lateral
bici,0.8510470957314574,41459.0,lateral
persona,0.8809281523270415,4949.0,lateral
persona,0.7544662606917714,34636.0,lateral
persona,0.7216516313362794,23395.0,frontal
coche,0.7064209370212774,42000.0,lateral
persona,0.8596951740424973,38751.0,lateral
coche,0.6228623377867714,44000.0,lateral
coche,-0.15618285130965714,57909.0,lateral
bici,0.7717535327033028,9478.0,frontal
coche,1.7816659357032107,21710.0,lateral
coche,0.8430429152164182,54375.0,lateral
coche,0.8706554669696043,49719.0,lateral
persona,0.9425849400101862,43948.0,lateral
persona,0.7848245501219465,50215.0,frontal
perro,0.6030555608696534,57480.0,lateral
coche,0.7739664049340155,35733.0,frontal
persona,0.782557570647063,52132.0,lateral
coche,0.8127130573446036,55222.0,lateral
bici,0.820760711516354,52300.0,lateral
persona,0.7224642474491613,41130.0,lateral
persona,0.6765010350367024,14933.0,lateral
persona,0.5980617346098752,44455.0,frontal
coche,0.8350179215288481,43660.0,lateral
bici,0.8878095794303942,3777.0,frontal
persona,0.8167068598531537,22188.0,frontal
coche,0.9489472931734106,3318.0,frontal
persona,0.8731016228231393,29586.0,lateral
persona,0.6701997790626495,41370.0,lateral
coche,0.7966357587399843,36308.0,frontal
persona,0.7890005756524483,47328.0,frontal
coche,0.912607636494648,59411.0,lateral
persona,0.6787811358208631,48466.0,frontal
coche,0.7861564840742304,17706.0,frontal
persona,0.7534578857767011,5562.0,frontal
coche,0.9157822038691464,52153.0,lateral
coche,0.931818411847308,5766.0,frontal
persona,0.9377242812279367,1188.0,frontal
perro,0.8714624199208165,,frontal
bici,0.5516725322555007,58676.0,lateral
persona,0.7006942549759656,48076.0,lateral
bici,0.8799461612678675,46631.0,frontal
perro,0.8747509453083815,46686.0,frontal
coche,0.8455052177700332,42266.0,frontal
persona,0.6673014827001567,23464.0,lateral
persona,0.5730918720706241,46749.0,lateral
persona,0.6825431679620075,35075.0,frontal
coche,0.7991466322204317,8452.0,frontal
perro,0.8264240826706307,45299.0,frontal
persona,0.920303478183154,47856.0,lateral
persona,0.80899602282121,16950.0,lateral
bici,,46711.0,frontal
bici,0.5801355219273938,31609.0,lateral
persona,0.9653476400129498,506.0,lateral
persona,0.9565182227075741,58613.0,lateral
persona,0.7257355859756506,38981.0,lateral
bici,0.7705787923684128,37432.0,lateral
coche,0.8667544966256365,17951.0,lateral
persona,0.9111265589007459,915.0,frontal
bici,0.908297406741648,32473.0,lateral
perro,0.829580194072994,43417.0,frontal
bici,0.5494043218447915,4718.0,lateral
persona,,37713.0,lateral
persona,0.9406873799420915,5338.0,lateral
persona,0.849720703048529,19157.0,frontal
perro,0.8561638233733463,22426.0,lateral
persona,0.3601616342449201,35996.0,frontal
persona,0.8962842327082063,24025.0,lateral
persona,0.7333716558915482,32388.0,frontal
persona,0.6896541386500008,50285.0,lateral
persona,0.9811834033826086,17261.0,frontal
coche,,54909.0,lateral
persona,0.5994979371247983,11088.0,frontal
perro,0.8216147758508783,8005.0,lateral
persona,0.7999390144962106,48729.0,lateral
coche,0.9656027509893129,18933.0,frontal
persona,0.8986859109189919,31973.0,lateral
persona,0.7384574099580432,59135.0,lateral
persona,0.7789225608829229,41814.0,frontal
persona,0.8984522239101135,22000.0,frontal
persona,0.9075424566644922,11962.0,frontal
coche,0.7676935879905613,55911.0,frontal
persona,0.7323953188976133,44947.0,frontal
bici,0.6992712773695157,5583.0,frontal
coche,0.8227007132855628,11999.0,lateral
bici,0.6647518381826616,35278.0,lateral
persona,0.9687958131218979,44282.0,frontal
persona,0.8688481867481526,9215.0,frontal
coche,0.6102144705068805,27898.0,lateral
persona,0.7027044560809096,28327.0,frontal
persona,0.6841538263706503,27460.0,lateral
coche,0.874538690925546,3416.0,frontal
coche,0.8287885243729476,49871.0,lateral
persona,0.9014098434898352,53748.0,lateral
coche,0.8672227645268935,30538.0,lateral
persona,0.5766967773156222,48872.0,lateral
coche,0.740717656471278,25551.0,frontal
persona,0.6165405977997362,20677.0,lateral
coche,0.7723682782791018,37348.0,frontal
persona,0.6873742681139852,4966.0,lateral
bici,0.8448156128148273,39955.0,frontal
coche,0.6925137554139091,40417.0,lateral
coche,0.7246800285802201,58654.0,frontal
bici,0.8140234950088835,44361.0,lateral
bici,0.8124697595109847,10412.0,frontal
bici,0.8962604524316001,22514.0,lateral
persona,0.5382321743030676,25623.0,lateral
persona,0.5683775529991176,17646.0,frontal
persona,0.9580872493859678,26393.0,frontal
coche,,29824.0,frontal
persona,0.7336707476145826,48323.0,frontal
bici,0.8208013484649702,20356.0,lateral
persona,0.5077176204746249,2820.0,lateral
bici,0.8720586084703137,15281.0,frontal
coche,0.7858773435260991,58365.0,frontal
bici,0.8742061882408504,23764.0,frontal
persona,0.9009028788174663,12095.0,lateral
bici,0.7424493417111345,40972.0,lateral
perro,0.8759666217707742,12403.0,lateral
persona,0.8322573468289561,32457.0,frontal
perro,0.8884651373903946,50500.0,lateral
persona,0.6222912239861881,17003.0,lateral
persona,0.7259007725070012,16192.0,lateral
perro,0.8552299425246848,7187.0,frontal
persona,0.9670371206529672,12428.0,frontal
persona,,54390.0,lateral
bici,0.892750467858662,50115.0,lateral
persona,0.7981312058940119,56148.0,lateral
persona,1.4129171054760605,43618.0,frontal
persona,0.9231378395099897,23952.0,lateral
persona,0.3944907063815098,45055.0,frontal
bici,0.8434012704655943,17734.0,lateral
bici,0.9770849119775745,45386.0,frontal
coche,0.5721059515867385,25267.0,lateral
coche,0.6095750296043378,17729.0,frontal
bici,0.5564812143775991,2368.0,lateral
persona,0.7631542566059886,41951.0,frontal
perro,0.7241817132777136,14832.0,frontal
persona,0.7244314463930851,7062.0,lateral
persona,0.6726685690217383,47873.0,lateral
bici,0.9704607919547499,55703.0,lateral
persona,0.75663306335615,14123.0,lateral
coche,0.889654579292982,8575.0,frontal
coche,0.8223580734079129,59170.0,frontal
bici,0.700254034736191,27981.0,lateral
coche,0.7302883980557269,34656.0,lateral
coche,0.9015373519712074,48562.0,lateral
coche,0.812960310668835,20154.0,frontal
coche,0.8833600191000465,39059.0,frontal
bici,0.6376140772593855,49888.0,lateral
persona,0.8020822529323459,31271.0,frontal
persona,0.8032384668367797,22737.0,lateral
coche,0.9316097398221469,49233.0,lateral
bici,0.601258558676861,44544.0,frontal
bici,0.8227089012346588,47851.0,frontal
coche,0.9336681925584768,51018.0,frontal
perro,0.5516578296926957,34766.0,lateral
persona,0.6816299120072684,17181.0,frontal
coche,0.927426472589728,2615.0,lateral
persona,0.9125441111392363,19755.0,lateral
bici,0.8336164272766096,48905.0,frontal
coche,0.8281197314820122,42448.0,lateral
bici,0.5719661575875649,40864.0,frontal
persona,0.740246466911855,56484.0,lateral
persona,0.8555282268770785,19557.0,frontal
perro,0.7471801030366774,20738.0,frontal
persona,0.9038428489673991,58806.0,lateral
persona,0.5862377531357168,,frontal
bici,0.8768290343182271,43969.0,lateral
perro,0.9179879378935238,33235.0,lateral
coche,0.7759599995140488,6238.0,frontal
bici,0.7995344458110965,1380.0,lateral
coche,0.740690929558739,35273.0,frontal
bici,0.8786028328372003,35241.0,lateral
bici,0.6415280068948078,27994.0,frontal
persona,0.42328401985958286,51613.0,lateral
coche,0.8237465472426991,42124.0,lateral
coche,0.7530954347561308,46475.0,lateral
coche,0.382607708542323,4250.0,lateral
coche,0.5391144262602333,46645.0,lateral
coche,0.7392514499965869,54645.0,lateral
persona,0.8798948343456725,51150.0,lateral
coche,0.8709274586630273,2922.0,lateral
coche,0.5638956263143972,41012.0,frontal
coche,,40681.0,lateral
perro,0.9108312637841323,7476.0,frontal
coche,0.7481559060108818,15014.0,frontal
coche,0.7583993765404535,160.0,frontal
perro,0.9139984587778822,41769.0,frontal
coche,0.9018232596843724,37305.0,frontal
perro,0.9406193329030502,36853.0,frontal
persona,0.5813735633854556,15656.0,frontal
coche,1.7495608528197437,38132.0,frontal
persona,0.7947791708821118,52213.0,lateral
persona,0.9368767288402706,19893.0,lateral
bici,0.8564542549476013,13542.0,frontal
perro,0.7952345308546316,55865.0,lateral
persona,0.809627149108389,6035.0,lateral
coche,0.7378039844279825,38072.0,lateral
persona,0.7172008762864013,29899.0,frontal
coche,0.8268265282338416,43728.0,lateral
coche,0.8657223121721419,41875.0,lateral
persona,0.6902744289637943,22391.0,frontal
persona,0.8367615052877795,12251.0,lateral
persona,0.8894239308714349,20747.0,lateral
persona,0.5337970190289894,883.0,frontal
coche,0.7281138846240957,39222.0,frontal
persona,0.9018175351840771,50318.0,frontal
coche,0.6406501561738848,32849.0,lateral
persona,0.6153040478018019,15898.0,lateral
persona,0.7625524664118148,16951.0,frontal
persona,0.6797710475738512,13493.0,frontal
coche,0.7305111554362814,47513.0,frontal
coche,0.7652764132315181,36980.0,frontal
bici,0.8207396751218647,33163.0,lateral
coche,0.6295002432305004,2753.0,frontal
persona,0.6550952246489913,23650.0,frontal
persona,0.8106570665101791,36626.0,frontal
persona,,43584.0,lateral
persona,0.667647978118673,7399.0,frontal
persona,0.7702330724660025,40471.0,frontal
bici,0.8558636217223019,56055.0,lateral
,0.6890725290806573,20430.0,frontal
coche,1.49109591687674,56640.0,frontal
coche,0.6573933514886966,2089.0,frontal
bici,0.6973813547060085,37329.0,lateral
persona,0.4631378329291627,24492.0,frontal
persona,0.7936239763083041,31199.0,lateral
coche,0.6708176886632429,13645.0,frontal
persona,0.5370069418435327,32271.0,lateral
coche,0.8199364401731389,40721.0,frontal
persona,0.7979445075298535,10685.0,lateral
perro,0.8174957007364079,56451.0,lateral
coche,0.8239354387938622,55971.0,lateral
bici,0.768254747102742,57275.0,frontal
bici,0.9121337887352561,1347.0,frontal
coche,0.883741904382285,44505.0,lateral
coche,0.8675271519984635,36031.0,frontal
coche,0.9302820067226196,17586.0,frontal
persona,0.6633706731428043,58755.0,lateral
persona,0.7987855907575303,19073.0,lateral
bici,0.716478323670674,14924.0,frontal
persona,0.8648659914395987,12074.0,lateral
persona,0.8829007013715546,17467.0,lateral
bici,0.7712594937338848,81.0,frontal
persona,0.7884575670338861,45750.0,frontal
persona,0.8332472889499326,56561.0,frontal
coche,0.8360667141721061,12210.0,frontal
bici,0.3863151190908602,7696.0,lateral
bici,0.664256526849598,22403.0,frontal
bici,0.9054065980929392,39519.0,frontal
persona,0.9167928491756756,51003.0,frontal
persona,1.2272743129234192,43804.0,frontal
persona,0.7055527945288328,23350.0,frontal
persona,0.5470746375993817,44787.0,frontal
perro,0.949505333716119,33161.0,lateral
persona,0.7797656784985436,21472.0,lateral
bici,0.5317839409872951,36081.0,lateral
coche,0.6033406698912291,45322.0,lateral
coche,0.8809236782619726,8508.0,frontal
persona,0.9324409297321075,31475.0,frontal
bici,0.925543009592303,48276.0,frontal
bici,0.6602782393194326,,frontal
persona,0.746887847052823,42088.0,lateral
coche,0.972596091463516,57902.0,frontal
coche,0.7266546615769738,51642.0,frontal
bici,0.7368703690495605,41619.0,lateral
persona,0.7047810065648568,14841.0,frontal
coche,0.612375227977584,2435.0,frontal
persona,0.7682280380290528,12119.0,lateral
persona,0.6130727366612082,20478.0,frontal
coche,0.9007226308646655,54560.0,lateral
persona,0.6798648758661792,3041.0,frontal
bici,0.9159268471452382,34932.0,lateral
persona,0.6250767632617488,52608.0,frontal
perro,0.8914348499171028,17318.0,lateral
persona,0.5362444255834344,10717.0,frontal
bici,0.5769731903887985,44182.0,lateral
bici,0.9130471639947683,5058.0,frontal
coche,0.8179760735466054,3528.0,frontal
coche,0.7209951187296472,17866.0,lateral
bici,0.4939978943509452,48095.0,frontal
persona,0.8151333900511736,18605.0,lateral
perro,-0.6928761213618491,34504.0,frontal
coche,0.8728637538123678,39475.0,frontal
persona,0.6633656688655087,11854.0,frontal
persona,0.9018444536365806,53317.0,lateral
persona,0.8622072131687115,12168.0,frontal
persona,0.6856673359829062,23763.0,lateral
coche,0.8318162427634701,4830.0,frontal
persona,0.8836155188758881,50319.0,frontal
bici,0.6115953577811145,7681.0,frontal
persona,0.8752474756974982,11874.0,lateral
persona,0.9568038514744873,51068.0,frontal
persona,0.5611665928879848,31944.0,lateral
persona,0.6708744961177249,49521.0,frontal
coche,0.7427235927650999,3643.0,lateral
persona,0.5745556402969654,37212.0,lateral
coche,0.6832287572825967,4543.0,lateral
persona,0.8140863633768287,40006.0,lateral
persona,0.8765238613033054,39383.0,lateral
coche,0.9346896888665392,30756.0,lateral
persona,0.7249586404636622,19459.0,lateral
persona,0.6358660549369736,32524.0,lateral
persona,0.7466635967689713,18122.0,lateral
persona,0.8231191158872363,37818.0,lateral
persona,0.8174754418716109,52256.0,lateral
coche,0.7315058771403656,26874.0,lateral
persona,0.9363122937582505,25874.0,frontal
coche,0.8851388518086359,17767.0,frontal
coche,0.7327047585830974,34800.0,frontal
perro,0.9332371288327814,36408.0,lateral
perro,0.7175971049811873,1455.0,lateral
coche,0.9673142440864516,51922.0,frontal
perro,0.7268845727109636,34391.0,lateral
coche,0.5741263586479738,17244.0,frontal
bici,0.9102598481032522,25367.0,lateral
persona,0.8680664172358783,49793.0,frontal
bici,0.5255859805847991,25464.0,frontal
persona,0.9220842100805864,30232.0,frontal
persona,0.9549548174998772,33203.0,frontal
bici,0.8214702189640101,33288.0,lateral
bici,0.8316693477229775,59187.0,frontal
persona,0.801128806054135,16611.0,frontal
persona,0.8538364135386375,995.0,frontal
persona,0.8545045795212224,3129.0,frontal
persona,0.6873532243763674,19900.0,frontal
coche,0.9756608675074652,33671.0,lateral
persona,1.574836125317613,49257.0,frontal
persona,0.6742482923972097,40144.0,frontal
coche,0.7815952300915625,23520.0,lateral
bici,0.8452518609743422,22891.0,frontal
persona,0.705786170416086,1408.0,lateral
persona,0.9082729844525484,18000.0,frontal
persona,0.7579879243205573,913.0,lateral
perro,0.7745352900576301,57495.0,frontal
coche,0.8048986701566169,31659.0,lateral
persona,0.9237356599127678,29665.0,frontal
coche,0.8607915008688375,7130.0,lateral
coche,0.8508225584770219,9574.0,lateral
bici,0.7973293941976494,55591.0,lateral
persona,0.7686317682069838,45834.0,lateral
coche,0.9266552586782361,15333.0,lateral
persona,0.7790827830687246,5636.0,lateral
persona,0.9144192761339888,45727.0,lateral
persona,0.5363005221512089,34386.0,frontal
perro,0.6908934591945592,1520.0,frontal
,0.8502521010409003,24370.0,lateral
coche,0.5414939107784775,19918.0,lateral
persona,0.7029873393931881,28776.0,lateral
bici,0.9352341899437999,44958.0,frontal
persona,0.6244172254793955,30748.0,lateral
coche,0.7050620761847948,23230.0,lateral
persona,0.5775836808026306,41729.0,lateral
persona,0.7988912974915124,56361.0,frontal
persona,0.731388397261718,47169.0,lateral
coche,0.8716922473363138,52700.0,frontal
coche,0.9718749577756337,33292.0,lateral
persona,0.8744374189576962,319.0,lateral
persona,0.7601228778750614,26607.0,frontal
bici,0.8235301907545335,39310.0,frontal
persona,0.7668876651934599,15567.0,lateral
persona,0.80518075662819,43563.0,frontal
persona,0.8092856166680475,4063.0,frontal
coche,0.6729708828618829,22931.0,lateral
coche,,8440.0,frontal
persona,0.9376627161058806,44891.0,frontal
bici,0.7468625976761979,2025.0,lateral
coche,0.8250749884909718,35088.0,frontal
perro,0.8048987714579846,21250.0,lateral
persona,,22716.0,frontal
persona,0.8857184278230371,4947.0,lateral
persona,0.45029226513379617,13139.0,frontal
bici,0.7704191931501504,33914.0,lateral
bici,0.8689687547023128,8749.0,lateral
persona,0.9940445450118552,25934.0,frontal
persona,0.8553430138756547,51605.0,lateral
persona,0.7853199192410552,21538.0,lateral
perro,0.8278086444948003,47177.0,lateral
perro,0.9482297696314592,57768.0,lateral
coche,0.8632608940887538,19558.0,frontal
coche,0.9484647432686404,24942.0,lateral
perro,0.7735344662588901,2126.0,frontal
coche,0.5840226868163159,16306.0,lateral
persona,0.9067523103957339,16438.0,frontal
persona,0.6955886451816077,57429.0,lateral
persona,0.8171179789216462,50143.0,frontal
persona,0.7418632341926928,39160.0,frontal
persona,0.6599066024289305,30282.0,lateral
perro,0.7537079694486536,8739.0,frontal
perro,0.7222761819849791,35069.0,frontal
persona,0.7687928720473785,34101.0,frontal
coche,0.7703304088793325,22430.0,frontal
bici,0.7099150510469314,9455.0,lateral
perro,0.8847811453002837,54583.0,frontal
persona,0.6266295563614582,25688.0,lateral
coche,0.6007868344872819,9040.0,frontal
persona,0.733650128163883,18463.0,frontal
persona,0.8230498995969577,12973.0,frontal
persona,0.6403317697963612,45400.0,frontal
persona,0.663463290979691,38240.0,frontal
bici,0.6762694405101181,20577.0,lateral
persona,0.8457519560526352,44828.0,lateral
persona,0.5305640126514015,37813.0,frontal
persona,0.7500012035112411,47395.0,lateral
persona,0.9440399830206926,39317.0,frontal
persona,-0.6878740151998053,40663.0,lateral
persona,0.7084601578987946,5536.0,lateral
persona,0.7706317583870596,16781.0,lateral
persona,0.936634270392297,3831.0,frontal
persona,0.7219427577826406,45632.0,frontal
coche,0.8413114105927897,23502.0,lateral
coche,0.8679494167744276,47220.0,lateral
bici,0.8725902122195415,33375.0,frontal
persona,0.8216482852880438,9422.0,frontal
persona,0.9143607753541926,58849.0,lateral
persona,0.6727018616598459,34999.0,lateral
bici,0.7618331946849092,58287.0,frontal
persona,0.8774509547832683,31963.0,frontal
coche,0.854495467202727,11635.0,lateral
persona,0.8798861887446497,52277.0,lateral
persona,1.5148260797216504,31210.0,lateral
coche,0.9345366117907861,33794.0,frontal
perro,0.8531866743134657,44934.0,lateral
persona,0.7370819525290917,57329.0,frontal
persona,0.6730578861857986,17204.0,frontal
persona,0.71644671256657,52987.0,frontal
persona,0.8442028405589314,19686.0,lateral
coche,0.6728555544255003,22898.0,frontal
bici,0.8230874022420556,51357.0,lateral
bici,0.6931820220236525,5011.0,lateral
bici,0.9157578360175255,30936.0,frontal
bici,0.600085942262744,15231.0,frontal
coche,0.8946460785230606,3485.0,lateral
persona,0.8337176868278472,40337.0,lateral
coche,0.8529840496598037,25962.0,lateral
coche,0.8001949001647506,44863.0,frontal
persona,0.8421698363743931,3286.0,frontal
bici,0.8550151270189503,3543.0,frontal
coche,0.7988445784819621,2977.0,lateral
bici,0.8723590048104921,32389.0,frontal
persona,0.922824131264497,4041.0,frontal
persona,0.5298708534157024,32927.0,lateral
persona,0.9197408391229345,2202.0,frontal
persona,0.6032600193986891,44743.0,frontal
bici,0.9305786143130859,39264.0,frontal
coche,0.9565172492002251,37152.0,frontal
bici,0.7162128166994651,1686.0,frontal
coche,0.8657167893722953,50796.0,frontal
persona,0.8363932296970672,11312.0,lateral
bici,0.7386108606240206,21083.0,frontal
coche,0.8526411947081166,38820.0,lateral
persona,0.7137997745892095,709.0,lateral
coche,0.5176262296737691,55514.0,frontal
persona,0.7619282818616975,13596.0,lateral
persona,0.5963321067803471,5859.0,frontal
persona,0.9023521028009858,43801.0,frontal
coche,0.4528792073751803,52572.0,frontal
coche,0.7347541060883104,45091.0,frontal
persona,0.7292586418102993,37549.0,lateral
persona,0.7195801398886047,35940.0,frontal
bici,0.5868151692644176,20370.0,frontal
persona,0.8737395041754055,5399.0,lateral
persona,0.6029587270451904,10000.0,lateral
bici,0.9065796746366516,39298.0,lateral
perro,0.8142434272373273,6415.0,frontal
persona,0.8753384405341399,20149.0,lateral
persona,0.7571663203516837,17275.0,lateral
bici,0.813782910123764,41650.0,lateral
bici,0.6472835142184303,17112.0,frontal
persona,0.9880885018389908,27073.0,lateral
perro,0.9934382507239139,36047.0,lateral
persona,0.7531949439161639,4104.0,frontal
persona,0.7933947512291818,15277.0,frontal
persona,0.7717905806892481,,frontal
persona,0.47436426979911717,19715.0,lateral
persona,0.8435160235558189,54681.0,lateral
persona,0.7846067809915582,56155.0,lateral
bici,0.8517745299651532,22737.0,frontal
coche,0.6189777793972097,29580.0,frontal
persona,0.7814331385916182,21117.0,lateral
persona,0.8384660197095887,18834.0,lateral
coche,1.5306383764976146,44849.0,lateral
coche,0.6504118156508225,27977.0,lateral
persona,0.7880534181109066,59568.0,lateral
coche,0.5883074016686264,1350.0,frontal
persona,0.7109456318411125,24260.0,lateral
persona,0.7813729046138496,5294.0,lateral
persona,0.9570621206532097,20897.0,frontal
coche,0.339374881405572,58772.0,frontal
bici,0.607375666622204,16929.0,frontal
perro,0.6974934508557781,40490.0,frontal
persona,0.8983675647665098,33304.0,frontal
bici,0.7666331902648265,59209.0,frontal
coche,0.6533971782765833,33429.0,lateral
coche,0.6066473517276724,40342.0,lateral
persona,0.797306067638327,18991.0,lateral
persona,0.8354989298701295,38284.0,frontal
coche,0.6494641408518217,1307.0,lateral
persona,0.8631324557965885,39465.0,lateral
persona,0.6912692766593626,40594.0,lateral
perro,0.7427042825994066,14339.0,frontal
persona,-0.5911374306267267,7979.0,frontal
coche,0.7448249007810339,50069.0,lateral
persona,1.1431766322801795,53301.0,lateral
bici,0.8280702988378107,31121.0,frontal
persona,0.7494323442390657,2037.0,lateral
persona,0.8922286248031686,44557.0,frontal
perro,0.755936461072584,6585.0,frontal
persona,0.8095296487176517,17298.0,lateral
persona,0.9280677949736772,8778.0,frontal
bici,0.8287925997221377,24923.0,frontal
coche,0.8845784075734294,16527.0,frontal
perro,0.6645589375132239,33988.0,lateral
bici,0.8117807063682776,2211.0,lateral
persona,0.8721100849351324,42234.0,frontal
persona,0.7395914185748387,49908.0,lateral
coche,0.774141851080672,13623.0,lateral
persona,0.8472411347763001,55067.0,lateral
bici,-0.3157448577974139,11688.0,frontal
coche,0.5358104274876655,5742.0,lateral
persona,0.8888629427130815,24643.0,frontal
persona,0.9036948050381415,35056.0,lateral
coche,,52668.0,lateral
persona,0.9295985792922903,14743.0,lateral
coche,0.8771606851853941,57214.0,frontal
perro,0.8360464375486724,51688.0,lateral
persona,0.9016813978128942,25640.0,frontal
coche,0.6733596971545083,54952.0,lateral
bici,0.7209297727629943,29596.0,lateral
coche,0.8982279470934413,1543.0,lateral
persona,0.864741120191944,57981.0,frontal
persona,0.9260191760887475,9171.0,frontal
persona,0.7110235329169902,1014.0,frontal
coche,0.7858462781251457,44529.0,lateral
persona,0.8323003749594987,27603.0,frontal
coche,0.8099725450522196,39939.0,lateral
persona,0.5673372192347156,39271.0,frontal
bici,0.5456341802927388,23663.0,frontal
perro,0.8833115234751009,34990.0,frontal
persona,0.8950528053303188,11646.0,lateral
coche,0.9281961223819685,43341.0,frontal
bici,0.8328929065427081,37561.0,lateral
persona,0.6712198132950539,35783.0,frontal
coche,0.7079698756323721,52569.0,frontal
persona,0.976814136073844,32264.0,frontal
perro,0.7023305735869866,46021.0,frontal
coche,0.6603758461070136,47565.0,lateral
coche,0.7410419316842601,4060.0,lateral
coche,0.9174381598113122,723.0,frontal
bici,,33473.0,lateral
persona,0.7738163799481569,57645.0,frontal
persona,0.9790851964731296,36843.0,lateral
coche,0.924569598461117,1206.0,lateral
coche,0.9584657437194215,26772.0,lateral
persona,0.7828984701021375,5202.0,lateral
coche,0.8406657016443801,21802.0,frontal
perro,0.8574121950729705,377.0,lateral
coche,0.891617556673971,6725.0,lateral
bici,0.8812168951129201,40086.0,frontal
persona,0.5547010987062502,35006.0,frontal
coche,0.7545071020722471,30464.0,frontal
bici,0.9551281114214017,19388.0,frontal
bici,0.854679823677353,20742.0,lateral
coche,0.4529141553865522,17631.0,frontal
persona,0.5330135572448271,27249.0,lateral
bici,0.6266619231097409,44621.0,lateral
persona,0.7668984653885554,58536.0,frontal
coche,0.5514039402686203,48313.0,lateral
bici,0.6107178989179676,40791.0,lateral
persona,0.8257891756151539,45920.0,lateral
persona,0.6549521781212518,54871.0,frontal
persona,0.9154947156011473,40766.0,lateral
coche,0.6460120126472744,4898.0,frontal
bici,0.8381456277690909,50460.0,frontal
persona,0.9341888798713834,44676.0,frontal
persona,0.7181245450426651,38570.0,lateral
persona,0.8333910523653928,981.0,lateral
persona,0.6323712225124835,11670.0,lateral
perro,0.9936325062559117,9852.0,lateral
coche,0.6827669736033398,32992.0,lateral
persona,0.6713145060433675,32791.0,frontal
persona,0.9535993841756915,14153.0,lateral
persona,0.7496053579558161,18373.0,frontal
bici,0.7345018743583825,55654.0,lateral
coche,0.8362652066267412,14698.0,frontal
persona,0.9124626525831137,45373.0,frontal
bici,0.4596564407518305,9455.0,lateral
persona,0.6164930120418518,35888.0,frontal
coche,0.6621588728735336,33193.0,frontal
bici,0.8054573102458524,13379.0,lateral
persona,0.8523551799595601,30520.0,frontal
persona,0.6814690387343364,39231.0,frontal
persona,0.6398409878039842,17587.0,lateral
coche,0.8262190538567132,52758.0,lateral
persona,0.6337576830145442,37747.0,frontal
bici,0.7088640787052288,33475.0,lateral
bici,0.6909997155657132,33355.0,frontal
coche,-0.5751711361082079,54961.0,lateral
coche,0.9103163844605643,32141.0,lateral
persona,0.9186746649819114,19494.0,frontal
coche,,4214.0,lateral
persona,0.8620339735968501,26223.0,frontal
persona,0.7386399389177255,36162.0,frontal
persona,0.7985615090549901,,lateral
coche,0.9190058783054599,6926.0,frontal
coche,0.7647195747578857,38205.0,frontal
bici,0.7286797387702111,3485.0,frontal
coche,0.8783006254900855,22493.0,lateral
persona,0.7617460645783577,55280.0,frontal
persona,0.6242150203443478,42803.0,frontal
bici,0.9600937462535984,49025.0,frontal
coche,0.8665290598887629,20954.0,frontal
bici,0.9340305256994177,44469.0,lateral
bici,0.8216041179223563,32564.0,lateral
coche,0.8566648374386365,41772.0,lateral
bici,0.40986036720081354,32310.0,lateral
persona,0.7211322377565351,43992.0,lateral
persona,0.44981635870164155,43582.0,frontal
persona,0.784121848201967,33146.0,lateral
persona,0.92043417561583,43136.0,lateral
coche,0.8636742962924748,15805.0,lateral
persona,0.9014187772755797,41327.0,lateral
persona,0.3626439432516758,34917.0,frontal
bici,0.8323320268792345,14945.0,lateral
coche,0.5693545309996664,29646.0,frontal
persona,0.8198188857178751,22954.0,lateral
bici,0.8304253476396648,46942.0,lateral
coche,0.894597386093253,55712.0,lateral
coche,0.9326006051719228,45365.0,lateral
persona,0.5710132205015175,14975.0,frontal
bici,0.6426322705515689,2086.0,frontal
persona,0.5773411654679674,43895.0,frontal
persona,0.8244147969605333,29078.0,lateral
persona,0.7582772926005148,7505.0,frontal
bici,0.8163862646287499,40992.0,lateral
persona,0.9341780515535444,56425.0,lateral
coche,0.7256188199621009,58620.0,frontal
bici,0.6680490114037371,26915.0,frontal
perro,0.8748516395363343,43216.0,frontal
persona,0.8816417751883387,59672.0,frontal
bici,0.6102375382605315,12407.0,lateral
persona,0.960754317294445,28618.0,lateral
coche,0.7600427751191249,,frontal
persona,0.8150828473887128,27306.0,frontal
persona,0.8640655085255031,49404.0,lateral
coche,0.8963618997814887,14635.0,frontal
persona,0.8543935103950137,49960.0,lateral
coche,0.7880493048120143,47746.0,lateral
